Freq.	-V(reflectedwaveover20)/V(minusincidentwaveover20)
7.21902190219004e+07	6.63372151972305e-01,-1.45641199601214e-01
7.21962196219604e+07	6.63369476975220e-01,-1.45653475552570e-01
7.22022202220204e+07	6.63366801759095e-01,-1.45665751425176e-01
7.22082208220804e+07	6.63364126323932e-01,-1.45678027219036e-01
7.22142214221404e+07	6.63361450669731e-01,-1.45690302934153e-01
7.22202220222004e+07	6.63358774796493e-01,-1.45702578570529e-01
7.22262226222604e+07	6.63356098704219e-01,-1.45714854128169e-01
7.22322232223204e+07	6.63353422392910e-01,-1.45727129607077e-01
7.22382238223804e+07	6.63350745862567e-01,-1.45739405007256e-01
7.22442244224404e+07	6.63348069113191e-01,-1.45751680328709e-01
7.22502250225004e+07	6.63345392144783e-01,-1.45763955571441e-01
7.22562256225604e+07	6.63342714957342e-01,-1.45776230735455e-01
7.22622262226204e+07	6.63340037550872e-01,-1.45788505820753e-01
7.22682268226804e+07	6.63337359925372e-01,-1.45800780827341e-01
7.22742274227404e+07	6.63334682080844e-01,-1.45813055755221e-01
7.22802280228004e+07	6.63332004017288e-01,-1.45825330604397e-01
7.22862286228604e+07	6.63329325734705e-01,-1.45837605374872e-01
7.22922292229204e+07	6.63326647233097e-01,-1.45849880066651e-01
7.22982298229804e+07	6.63323968512465e-01,-1.45862154679737e-01
7.23042304230404e+07	6.63321289572808e-01,-1.45874429214133e-01
7.23102310231004e+07	6.63318610414128e-01,-1.45886703669843e-01
7.23162316231604e+07	6.63315931036426e-01,-1.45898978046871e-01
7.23222322232204e+07	6.63313251439704e-01,-1.45911252345219e-01
7.23282328232804e+07	6.63310571623961e-01,-1.45923526564891e-01
7.23342334233404e+07	6.63307891589199e-01,-1.45935800705892e-01
7.23402340234004e+07	6.63305211335419e-01,-1.45948074768224e-01
7.23462346234604e+07	6.63302530862620e-01,-1.45960348751891e-01
7.23522352235204e+07	6.63299850170807e-01,-1.45972622656897e-01
7.23582358235804e+07	6.63297169259978e-01,-1.45984896483246e-01
7.23642364236404e+07	6.63294488130134e-01,-1.45997170230940e-01
7.23702370237004e+07	6.63291806781277e-01,-1.46009443899983e-01
7.23762376237604e+07	6.63289125213407e-01,-1.46021717490379e-01
7.23822382238204e+07	6.63286443426525e-01,-1.46033991002131e-01
7.23882388238804e+07	6.63283761420632e-01,-1.46046264435243e-01
7.23942394239404e+07	6.63281079195730e-01,-1.46058537789719e-01
7.24002400240004e+07	6.63278396751819e-01,-1.46070811065560e-01
7.24062406240604e+07	6.63275714088900e-01,-1.46083084262774e-01
7.24122412241204e+07	6.63273031206973e-01,-1.46095357381360e-01
7.24182418241804e+07	6.63270348106041e-01,-1.46107630421323e-01
7.24242424242404e+07	6.63267664786103e-01,-1.46119903382669e-01
